"","X","RECHARGE_VALUE","MIN_RECHARGE_AVG","P2_MADE_CALLS_DURATION","P2_PERC_DAYS_SOCIAL_NETWORK_OTT","PERC_SOCIAL_NETWORK_SESSIONS_IN_P1","PERC_INTERNET_SESSIONS_IN_P1","PERC_RECEIVED_CALLS_DURATION_IN_P2","PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL","P23_PERC_DAYS_MADE_CALLS_OTT","WEEKDAY_PERC_INTERNET_MB","WEEKEND_HOLYDAY_PERC_SOCIAL_NETWORK_SESSIONS","WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION","AGE"
"340",393,300,100,116,57.14,19,20,55,6,83.78,92.45,35.04,0,40
"341",394,560,30,156,97.62,19,19,48,12,51.76,7.08,26.15,0.78,34
"342",395,440,21.82,118,0,0,0,31,3,72,0,0,0,55
"343",396,150,10,37,7.89,11,10,47,11,62.75,64.2,14.63,0,28
"344",397,270,20,112,15.22,0,0,43,9,50.82,100,15.63,0,29
"345",398,120,60,31,91.67,13,13,57,5,11.11,25.93,26.73,0.07,21
"346",399,90,20,37,100,23,23,8,8,3.66,5.25,18.1,0.11,21
"347",400,200,50,7,100,20,20,44,4,39.68,7.63,23.74,3.21,36
"348",401,220,20,33,98.68,16,16,43,7,42.17,13.79,20.95,0.06,24
"349",403,120,20,118,100,26,21,29,4,8.16,17.44,23.01,0.24,20
"350",404,600,100,328,100,17,16,54,6,83.53,9.78,24.66,0.16,24
"351",405,400,50,32,87.5,21,19,39,13,29.23,50.8,26.21,1.84,22
"352",406,400,100,88,69.44,16,18,47,6,64.56,30.22,21.98,0.01,40
"353",408,170,30,14,96,13,12,11,25,12.5,43.88,28.95,0.01,42
"354",409,60,20,4,37.5,12,12,30,42,14.29,48.87,16.67,0,15
"355",410,540,32.86,266,78.85,5,5,34,7,45.16,24.43,21.74,0.16,18
"356",411,370,35,342,76.06,9,9,42,8,32.1,3.21,19.16,0.07,33
"357",412,150,50,34,100,9,9,40,14,44.44,14.79,26.87,0.38,20
"358",413,60,30,9,0,0,0,25,13,100,0,0,0,53
"359",414,100,50,131,85.19,19,18,39,7,25,16.95,34.55,0.11,23
"360",415,300,35,1122,0,0,0,50,2,84.38,0,0,0,40
"361",416,110,30,3,97.62,6,6,44,5,6.9,61.19,18.98,0.08,37
"362",417,227.955871624126,30.8530968086643,125,0,0,0,31,4,0,0,0,0,30
"363",419,300,100,145,97.65,15,16,47,8,26.74,70.06,22.26,0.04,40
"364",420,940,36.25,69,91.03,15,12,32,14,26.74,70.94,14.05,0.12,30
"365",421,430,50,217,74.14,16,15,21,8,56.41,32.56,24.44,0.47,19
"366",422,250,50,101,81.25,4,4,48,11,55.81,50.35,25,0.1,18
"367",423,430,30,258,3.39,0,0,33,7,59.21,0,16.67,0,50
"368",424,590,42.5,119,84,12,13,54,10,57.32,6.2,24.17,0.46,29
"369",425,350,75,112,89.66,13,12,15,2,22.73,18.24,17.61,0.42,22
"370",426,330,43.33,124,100,19,19,57,5,5.88,6.98,32.65,0.02,40
"371",427,597.316116747249,10.1062666308085,21,66.67,0,0,48,11,0,0,14.93,0,32
"372",429,400,100,15,100,16,16,45,7,0,8.49,23.26,0.43,45
"373",430,450,75,236,63.27,8,8,46,5,38.89,50.49,19.77,0.03,32
"374",431,690,40,422,66.23,19,21,22,10,82.14,11.51,32.84,0,25
"375",432,110,10,400,0,0,0,52,8,15.56,0,0,0,15
"376",434,300,100,308,98.78,26,21,51,7,56.63,44.67,28.35,0.02,42
"377",435,100,25,15,96.67,11,11,40,10,11.27,67.75,20.42,0,25
"378",436,-194.276698592931,22.8260677009584,0,100,0,0,0,2,0,24.06,16.67,0,42
"379",437,180,30,71,16.67,8,12,34,9,33.33,99.84,16.67,0,44
"380",438,300,50,202,33.33,21,18,54,8,57.14,96.93,16,0,45
"381",439,570,90,422,95.24,10,11,50,5,80,8.63,24.85,0.14,29
"382",441,50,20,164,83.33,7,4,29,8,14.29,59.9,20,0,32
"383",442,180,30,28,88.33,19,20,28,13,14.93,4,26.71,0.01,30
"384",444,600,40,32,0,0,0,38,9,65.38,0,0,0,57
"385",445,200,10,6,95.74,20,11,16,18,2,81.32,10.35,0.09,54
"386",446,-119.793142486725,34.153075015759,4,50,0,0,57,12,0,0,0,0,20
"387",448,310,20,42,98.39,18,18,22,4,18.46,34.06,21.51,0.1,24
"388",450,500,50,91,84.62,21,18,26,8,56.96,5.5,24.01,0.19,25
"389",451,400,100,84,54,14,14,57,4,56.45,89.77,22.99,0.05,60
"390",452,400,50,113,67.5,19,19,39,8,37.25,27.18,11.4,0.23,35
"391",453,100,25,191,54.84,5,4,47,5,18.92,28.26,16.36,0,33
"392",454,250,20,156,20,10,10,35,6,61.11,31.88,20.69,0.01,19
"393",455,400,100,88,90.91,12,13,30,13,69.05,58.88,29.89,0.06,37
"394",456,300,40,12,20,14,14,24,19,38.89,5.3,29.41,0.38,19
"395",457,170,20,104,94.12,24,23,35,19,16.67,11.61,18.89,0.19,23
"396",458,400,100,169,88.89,8,8,48,9,61.18,40.45,22.98,1.63,32
"397",459,378.927328334942,1.42560693353323,3,0,0,0,14,7,0,0,0,0.0897732920546365,32
"398",460,350,75,167,100,23,18,46,7,26,76.41,11.15,0.06,48
"399",461,200,10,69,60,15,15,27,16,60.78,16.86,25.54,0.01,21
"400",462,1400,200,119,92.11,19,18,65,6,62.5,21.28,25.19,0.03,57
"401",463,300,100,41,0,0,0,64,6,40,0,0,0,38
"402",464,530,36,409,69.23,14,17,58,3,82.72,13.76,25.97,0.04,21
"403",466,20,20,30,0,0,0,69,3,37.5,0,0,0,53
"404",467,780,50,59,80.77,25,25,22,16,68.75,19.35,31.22,0.01,19
"405",468,130,10,126,100,17,15,46,7,3.95,36.99,12.67,0.69,32
"406",470,100,50,79,0,0,0,25,4,25,0,0,0,38
"407",471,540,42.5,366,95.24,7,8,43,7,84.88,41.66,21.23,0.34,31
"408",473,500,50,126,100,23,23,51,4,36.78,9.07,22.27,0.19,36
"409",474,400,100,20,95.59,25,25,45,10,12.86,95.84,12.27,0.01,60
"410",475,650,50,71,84.51,24,25,49,9,33.33,7.46,34.66,0,29
"411",476,550,50,107,0,0,0,30,12,66.13,0,0,0,55
"412",478,790,17.06,782,0,0,0,44,3,60,0,0,0,45
"413",479,180,30,421,0,0,0,60,1,66.67,0,0,0,62
"414",481,600,50,140,69.84,29,28,33,8,50,48.94,12.5,0.24,35
"415",482,400,200,272,0,0,0,53,7,60,0,0,0,55
"416",483,700,100,385,78.48,10,10,49,7,80.25,23.18,23.58,0.15,29
"417",484,500,50,395,77.33,19,19,41,4,69.14,14.96,21.88,1.27,22
"418",487,400,100,441,97.67,23,23,49,3,72.09,43.98,22.61,0.22,45
"419",488,100,100,9,93.75,16,9,50,15,7.14,95.24,14.38,0,55
"420",489,550,100,1345,96.39,18,19,40,3,87.06,8.31,19.65,0.18,53
"421",490,25.8144732626562,46.4884248551897,30,100,17,14,42,2,0,0,15.79,0,37
"422",491,400,50,130,98.85,22,20,46,4,48.28,16.2,22.79,0.07,24
"423",492,80,20,78,88.89,12,12,26,13,6.67,16.92,24.77,0,20
"424",493,100,50,57,74.36,11,12,62,3,24,86.3,15.83,0,47
"425",494,80,10,72,94.74,1,1,11,5,0,29.1,12.33,0,17
"426",495,500,66.67,75,34.69,12,12,41,9,64.71,80.46,23.43,0.14,40
"427",496,190,10,105,0,0,0,40,10,36.36,0,0,0,32
"428",499,650,50,279,98.75,18,18,32,4,62.2,13.82,25.38,0.18,35
"429",500,500,50,98,70.27,15,15,56,5,85.53,17.52,22.5,0.59,33
"430",501,400,100,99,100,15,14,36,11,27.59,54.1,19.78,0.14,24
"431",502,100,50,8,30,10,7,27,25,30.77,61.05,18.75,0,18
"432",504,300,100,240,96.61,20,20,26,7,45.21,18.74,22.39,0,31
"433",505,310,20,28,73.08,27,27,51,10,50,5.46,26.4,0,25
"434",506,30,15,12,92.31,18,20,41,11,3.57,2.67,14.55,0.48,15
"435",507,60,10,96,77.27,21,21,25,10,19.23,8.96,19.51,0.07,16
"436",508,400,100,104,97.62,16,14,52,5,83.72,45.64,10.86,0.02,35
"437",510,390,47.5,264,68.83,10,11,45,9,74.42,41.05,25.49,0,60
"438",511,630,45,601,18.87,19,19,26,3,70.67,60.24,22.16,0.09,26
"439",512,100,10,95,100,24,25,43,17,1.19,6.24,11.54,0.01,42
"440",513,50,50,0,0,0,0,0,50,100,0,3.26107700621679,1.48828150309848,30
"441",514,350,75,131,78.43,25,25,48,1,57.14,7.95,24.14,0.44,26
"442",515,550,75,109,100,20,21,49,6,65,7.88,22.34,0.77,28
"443",516,300,100,222,82.35,20,21,43,5,67.5,87.46,16.18,0.05,50
"444",518,400,100,50,97.1,21,22,30,11,35.53,7.53,18.2,0.14,20
"445",519,1380,48,365,98.85,21,21,40,2,75.86,3.66,24.18,0.23,39
"446",520,500,50,8,97.5,11,12,47,6,25.61,34.87,20.64,1.42,26
"447",521,60,20,15,100,25,24,46,8,0,12.09,14.43,0.26,28
"448",522,140,10,78,0,0,0,25,7,65.22,0,0,0,55
"449",523,600,50,98,92.65,18,18,37,23,50,5.24,25.21,0.14,20
"450",524,210,23.33,44,71.88,17,18,58,5,60.61,0,24.87,0.03,39
"451",525,250,50,95,100,21,20,34,13,34.88,6.68,21.42,0.01,49
"452",526,640,21.67,197,88.41,12,14,30,20,28.21,29.02,21.85,0.17,36
"453",527,200,100,31,0,0,0,52,2,26.92,0,0,0,51
"454",528,650,70,202,98.72,24,23,47,4,52.5,13.58,25.14,0.01,53
"455",529,430,43.33,47,81.67,12,9,34,15,72.46,6.76,11.32,1.48,25
"456",531,490,40,499,81.25,21,21,39,7,82.35,15.94,18.99,0.26,24
"457",532,160,10,34,38.46,8,9,37,16,51.43,28.85,25.45,0,26
"458",533,510,35,23,100,18,19,30,13,42.17,34.66,26.68,0.05,19
"459",534,400,100,140,81.69,18,17,35,9,74.07,15.81,25.14,0.02,17
"460",535,500,50,81,58.93,10,10,54,3,36.51,98.93,0,0,27
"461",536,180,30,150,66.67,13,12,29,5,31.11,23.32,23.58,0.29,28
"462",537,550,125,432,100,19,21,40,3,93.02,13.33,25.72,0.19,50
"463",538,500,100,137,100,19,22,53,5,74.71,13.94,19.91,1.23,60
"464",539,30,10,5,83.33,0,0,48,13,22.22,31.37,21.43,0,15
"465",540,24.5630878303897,-0.335871702769992,16,100,14,20,83,5,0,0,20,0,16
"466",541,50,50,135,75,5,4,55,4,18.18,22,22,0,30
"467",543,200,50,251,98.48,22,22,20,10,23.53,31.56,20.54,0.09,36
"468",546,20,20,4,100,0,0,20,16,0,0,25,0,18
"469",547,580,32.5,413,89.39,20,20,41,7,66.2,43.48,22.61,0.87,30
"470",548,650,50,22,100,24,23,21,11,4.94,37.87,24.72,0.19,26
"471",549,140,25,20,11.29,14,10,53,6,41.79,13.6,22.22,0.04,20
"472",550,330,32,63,95.12,12,16,32,19,18.6,10.94,26.04,0.21,14
"473",551,60,20,175,64.71,8,8,40,8,20,58.69,22.73,0.78,22
"474",552,190,20,71,7.69,75,75,48,8,35,0,16.67,0,45
"475",553,200,100,83,26.32,25,28,48,6,59.18,92.7,21.18,0,43
"476",554,50,50,0,100,23,34,0,4,14.29,17.9,39.17,0.2,30
"477",555,300,66.67,21,92.86,24,24,38,12,16.44,6.94,22.66,0.03,28
"478",556,319.877499113883,99.3935395715594,2,100,17,16,50,11,0,100,11.11,0,50
"479",557,30,10,150,29.41,0,0,36,5,65,44.8,16.67,0.01,15
"480",558,100,100,1,100,7,5,25,19,0,45.55,0,0,19
"481",559,200,100,107,82.05,10,12,41,2,37.5,36.21,17.72,0.17,33
"482",560,210,20,107,35.48,22,22,68,3,45.95,26.76,23.47,0,28
"483",561,170,30,61,0,0,0,42,15,26.19,0,0,0,38
"484",563,400,100,111,46.88,6,7,51,5,55.56,47.65,19.44,0.11,35
"485",564,400,100,578,100,22,24,36,8,90.8,53.89,20.38,0.12,49
"486",565,250,20,192,61.54,25,24,38,7,74.55,47,22.43,1.27,27
"487",566,600,200,78,94.67,20,20,31,19,44.05,32.72,19.31,0.39,22
"488",567,270,35,209,0,0,0,44,11,76.19,100,0,0,59
"489",568,350,25,2477,60.47,20,20,26,2,40.32,8.22,17.05,0,32
"490",570,420,20,263,84.62,9,9,53,4,56.45,42.38,24.85,0.09,18
"491",571,100,100,3,87.5,19,19,47,7,81.25,12.96,23.23,1.52,48
"492",572,330,45,606,72.73,12,13,46,6,71.25,18.92,31.65,0.03,37
"493",573,400,75,724,94.34,25,25,36,2,50.82,22.57,22.87,0.66,30
"494",574,598.596906534466,39.0022463036207,15,100,20,18,31,14,0,99.7,0,0,19
"495",575,620,42.5,512,96.51,20,18,35,8,90.8,16.47,24.6,0.34,33
"496",576,470,40,102,66.13,22,23,32,10,80,8.18,25.09,0.05,21
"497",577,160,40,36,70,22,25,40,2,24,13.14,22.22,0,29
"498",578,632.181747110644,-3.19358285509191,0,0,0,0,17,0,0,0,0,0.564652873990188,40
"499",579,170,20,327,0,0,0,69,3,47.5,90.11,0,0,58
"500",580,20,20,0,100,45,23,0,50,66.67,92.75,16.67,0,22
"501",581,150,50,118,0,0,0,58,4,66.67,0,0,0,35
"502",582,360,13.85,491,0,0,0,50,6,62.16,0,0,0,30
"503",583,300,26.67,765,98.67,20,21,32,3,33.77,42.77,19.65,0.54,35
"504",584,200,50,309,100,42,35,39,8,29.76,29.11,36.6,0.22,27
"505",585,180,20,481,91.3,8,7,36,3,4.55,11.57,18.96,0.11,35
"506",586,90,20,34,100,26,26,58,1,2.78,60.21,16.44,0.01,54
"507",587,120,10,103,0,0,0,22,15,44,0,0,0,13
"508",588,426.961319564935,78.4660380837663,0,100,0,0,0,0,0,100,14.04,0,40
"509",589,400,100,73,100,12,14,40,6,32.1,56.39,24.7,0.02,26
"510",590,200,50,75,84.62,6,7,35,16,58.02,17.49,23.4,0.02,15
"511",591,200,100,39,27.45,9,10,53,6,89.47,34.12,22.67,0,52
"512",592,400,100,139,100,24,24,39,4,90.8,8.43,22.35,0.16,18
"513",593,300,100,57,98.15,10,12,36,4,50.85,31.5,22.35,0.78,26
"514",595,920,28.18,1045,97.67,19,20,39,1,76.74,14.24,21.91,0.24,21
"515",596,1200,47.14,1370,98.85,25,24,27,5,91.95,11.71,26.91,0.61,39
"516",597,160,20,24,95.65,31,30,55,2,4,81.07,15.87,0,36
"517",598,330,60,117,34.48,29,30,62,4,47.76,9.43,19.7,31.91,25
"518",599,550,36,523,42.19,7,8,35,9,84.42,39.77,35.39,0,20
"519",601,150,50,55,93.94,8,7,37,6,63.64,43.25,23.35,0.04,36
"520",603,380,26,66,100,28,29,34,13,8.7,2.13,18.99,1.79,37
"521",605,1000,75,529,100,24,25,48,4,88.51,4.86,23.21,0.14,38
"522",606,80,30,74,25,30,29,39,5,30,22.66,22.45,0,26
"523",607,90,20,27,98.7,13,13,39,12,11.76,15.74,17.53,0,28
"524",610,40,20,97,5.88,0,0,44,2,66.67,0,16.67,0,38
"525",612,500,50,992,64.47,14,14,43,2,65.88,45.92,24.22,0.01,24
"526",613,340,36.67,224,36.59,17,14,36,6,79.25,80.68,14.81,0.02,39
"527",614,130,40,460,78.95,16,17,47,1,45.28,10.36,21.76,0,24
"528",616,550,50,521,56.34,5,5,37,10,76.83,82.4,15.7,0.04,27
"529",617,420,73.33,107,20.59,2,1,34,17,84.21,87.76,17.39,0,37
"530",618,80,26.67,37,0,0,0,35,17,61.54,0,0,0,33
"531",619,500,150,6,83.61,16,26,44,18,20,91.79,17.24,0,57
"532",620,200,20,102,85.71,6,5,46,4,4.17,37.39,18.18,5.27,38
"533",621,550,40,16,100,18,17,33,14,49.43,4.82,27.12,0.02,50
"534",622,630,50,20,94.2,10,10,41,8,62.67,19.91,22.69,1.02,23
"535",623,700,66.67,114,100,21,20,36,13,31.03,67.88,23.71,0.49,33
"536",625,70,23.33,-104.706695491044,37.5112876340469,12.8695713168356,12.9500550194675,35.4524101161515,0.909161354440286,43.953498848371,30.142095102406,18.5827501027434,-2.37468170051499,61
"537",626,560,40,133,44.12,2,2,35,2,54.9,75.41,25.4,0,18
"538",627,610,60,19,100,22,22,17,4,43.68,22.36,23.86,0.3,30
"539",628,600,100,1827,100,25,25,33,3,94.25,45.25,22.45,0.65,40
"540",629,500,50,65,96.92,12,12,45,14,19.7,8.69,35.97,0,23
"541",630,539.967536586148,101.629867303455,38,100,21,17,50,10,68.42,32.4,20.69,0.14,21
"542",631,60,20,38,0,0,0,40,1,80,0,0,0,60
"543",632,1120,24.17,357,95,20,21,65,3,19.51,14.75,23.82,1.2,24
"544",634,800,100,1537,100,24,24,44,4,65.52,24.13,22.83,0.18,30
"545",635,200,100,39,94.23,20,21,61,4,58.18,21.44,24.32,0.05,51
"546",636,580,46,4,0,0,0,38,8,31.43,0,0,0,60
"547",637,1200,35,677,1.43,25,25,65,1,78.21,0,16.67,0,63
"548",638,400,100,311,84.42,5,5,51,5,63.53,5.39,33.73,0,25
"549",639,420,42.5,76,0,0,0,49,4,86.54,0,0,0,34
"550",640,70,23.33,59,0,0,0,39,3,83.33,0,0,0,65
"551",641,400,100,123,100,21,15,39,6,51.39,47.32,7.53,0.38,56
"552",642,120,10,7,96.15,14,8,29,24,1.61,65.17,10.34,0.06,19
"553",643,400,100,11,100,10,12,49,17,8.64,16.26,20.92,0.07,55
"554",644,260,20,99,26.09,27,23,46,7,62.96,31.93,20.59,0,60
"555",645,350,50,1505,0,0,0,38,2,47.54,0,0,0,19
"556",646,350,50,23,0,0,0,36,12,19.23,100,0,0,43
"557",647,400,100,290,27.27,10,6,39,6,81.82,97.67,16.08,0,40
"558",649,420,60,109,68.12,10,9,47,11,59.21,9.01,24.41,0.11,21
"559",650,500,100,253,95.4,11,11,41,9,95.4,9.4,25.39,0.02,30
"560",651,450,150,101,86.9,21,21,46,7,58.82,13.37,20.64,0.04,60
"561",652,50,50,7,100,19,21,33,10,0,65.88,18.18,0.01,30
"562",653,270,35,342,0,0,0,65,1,60.98,0,0,0,44
"563",654,50,50,173,0,0,0,35,8,0,0,0,0,25
"564",655,150,50,46,85.71,15,17,59,6,45.61,35.74,27.03,0.24,24
"565",656,500,50,280,27.59,0,0,74,1,65.63,60.42,18.03,0.06,50
"566",657,260,36.67,44,100,9,8,19,2,10.71,57.97,24.22,0.12,28
"567",658,240,15,23,94.44,13,12,26,14,37.04,93.2,11.11,0.03,28
"568",660,90,10,105,93.94,12,10,46,5,2.5,63.79,15.38,0.03,25
"569",661,400,100,76,100,21,21,18,2,23.26,31.96,26.9,0.02,23
"570",662,480,28.57,137,95.83,18,16,53,7,47.37,49.11,24.05,0.04,38
"571",663,120,20,37,28.57,12,13,33,9,28.57,87.55,16.13,0,53
"572",664,300,100,189,97.65,19,23,43,9,54.12,66.15,19.35,0.23,54
"573",666,230,30,21,78.57,6,8,32,4,59.38,18.2,27.78,0.04,19
"574",667,600,200,27,100,13,12,36,10,8.05,74.57,26.35,0.03,26
"575",669,420.437107018927,22.1038481831345,7,50,50,50,49,16,0,0,0,0,25
"576",670,600,50,82,0,0,0,58,4,24.39,0,0,0,52
"577",671,420,55,122,55.32,7,8,32,8,55.22,26.7,22.99,0.12,24
"578",672,20,20,2,0,0,0,17,0,0,0,0,0.89593522009035,38
"579",673,200,50,461,73.53,22,24,33,3,50,1.03,18.69,0,56
"580",676,590,32,143,12.96,0,0,53,8,47.95,98.97,11.54,0,60
"581",677,600,100,182,98.8,23,22,47,3,53.49,33.59,21.05,0.61,28
"582",678,100,100,24,100,16,12,67,5,7.58,76.47,17.21,0.08,39
"583",679,400,50,87,93.75,22,22,45,10,34,28.39,31.78,0,28
"584",680,98.9756331467128,-12.1225097661487,0,100,17,12,0,0,0,100,25.0883698984257,0.945199701681823,28
"585",681,550,100,13,100,16,16,44,12,5.88,11.31,22.83,0.76,30
"586",682,170,35,90,72.22,19,18,55,4,25.58,56.33,15.94,2.35,32
"587",683,250,20,47,100,5,6,41,8,1.59,11.26,12.72,0.96,20
"588",684,500,100,404,100,25,15,44,7,91.95,35.94,12.56,0.3,47
"589",685,200,50,18,96.3,11,11,40,7,12.82,41.53,23.95,0.04,24
"590",686,400,100,21,86.49,16,10,36,18,35.53,87.75,10.64,0.01,44
"591",687,40,20,27,85.71,17,16,44,8,5.56,16.13,19.23,0,26
"592",688,400,100,117,0,0,0,51,4,48.44,0,0,0,61
"593",689,80,26.67,538,94.87,1,0,45,5,45.65,33.49,23,0.05,24
"594",690,250,50,23,100,16,16,15,14,17.54,35.71,22.35,0.88,20
"595",692,730,26,127,100,9,10,36,6,28.57,26.07,22.85,0.6,30
"596",693,220,60,47,82.05,12,12,50,19,9.3,12.92,18.52,0,16
"597",694,120,20,1511,100,0,0,56,1,0,75.93,0,0,31
"598",695,150,50,2,0,0,0,36,5,100,0,0,0,60
"599",696,410,26.67,385,9.09,0,0,48,4,40.63,100,14.29,0,32
"600",697,700,100,118,100,15,17,36,13,50.57,22.75,25.58,0.05,25
"601",699,440,20,62,100,21,25,43,9,31.65,39.61,19.32,0.08,21
"602",700,650,37.5,465,90.7,18,17,39,5,91.86,5.1,24.31,0.38,23
"603",701,360,30,83,40,18,16,41,7,66.67,74.5,20,0,36
"604",702,30,30,61,0,0,0,47,10,0,0,0,0,54
"605",703,20,20,0,100,16,14,0,50,9.09,100,16.33,0,25
"606",704,100,20,159,0,0,0,71,0,71.43,0,0,0,40
"607",705,300,100,3,97.53,17,16,19,10,14.12,36.31,18.3,0.53,35
"608",707,200,25,32,76.47,13,16,57,5,40.91,84.56,20.41,0.05,21
"609",708,300,10,1077,77.19,10,9,52,2,38.81,2.44,27.12,0.23,29
"610",709,470,73.33,1681,74.68,21,20,39,3,91.36,20.4,23.08,0.01,18
"611",710,410,55,267,100,4,3,25,4,11.49,27.47,27.2,0.02,54
"612",711,550,50,291,31.58,10,5,43,4,86.96,89.65,8.73,0.02,17
"613",713,150,50,120,50,18,18,31,13,52.5,16.99,24.6,0,20
"614",714,1050,56.25,177,98.84,15,14,40,11,95.4,6.8,27.66,1.87,20
"615",715,400,100,479,0,0,0,40,6,97.62,0,0,0,59
"616",717,600,34,593,98.67,9,8,53,3,42.68,21.83,19.84,0.08,20
"617",718,100,50,588,96.88,14,14,35,4,89.06,49.68,22.12,0.2,45
"618",720,350,70,98,92.86,21,19,41,8,65.52,13.23,26.88,0.51,40
"619",721,100,20,5,91.67,15,14,28,16,23.33,100,16.56,0,28
"620",722,600,66.67,14,100,12,15,31,6,11.9,27.29,26.58,0.07,23
"621",723,450,150,120,100,21,20,36,9,31.33,43.72,12.18,1.41,46
"622",724,560,28.57,190,71.95,18,18,39,8,67.06,25.47,23.57,0.32,18
"623",725,-280.896618201107,-44.1799353946514,14,33.33,0,0,50,0,0,0,0.31727890057833,-0.577999614662892,36
"624",726,200,50,1144,62.5,17,16,56,3,61.36,8.96,25,0.06,30
"625",727,560,27.5,232,100,18,19,48,6,20.55,4.9,20.51,0.39,18
"626",728,100,50,73,90,19,22,100,0,50,99.14,17.39,0,54
"627",730,300,23.33,662,33.33,1,1,46,5,36.21,9.26,27.18,0,28
"628",731,490,40,25,77.78,14,14,54,5,48.53,19.77,26.81,0.05,54
"629",734,100,100,64,0,0,0,21,4,93.02,58.62,23.53,0.03,40
"630",736,2000,90,1040,85.06,24,23,57,4,78.16,41.4,23.39,0.29,41
"631",737,850,31.25,118,97.44,18,19,37,5,46.91,16.47,31.67,0.12,22
"632",738,600,50,123,97.18,17,14,46,15,63.89,15.96,24.05,2.01,24
"633",742,400,100,504,98.73,19,19,40,5,39.29,23.21,18.54,0.4,34
"634",743,630,31.43,1773,89.41,20,20,56,2,94.19,10.39,22.97,0.48,60
"635",745,300,100,2,100,25,25,28,23,4.44,16.24,28.09,0.36,16
"636",746,500,100,18,100,23,23,49,9,8.82,34.75,23.44,0.05,17
"637",747,400,26,123,86.89,22,21,47,11,56.25,36.06,23.14,3.76,35
"638",748,500,50,162,100,22,22,43,9,60.92,27.5,23.84,0.47,32
"639",749,160,20,306,60.71,6,9,50,5,80,34.24,28.86,2.24,22
"640",750,-17.5343717430923,4.52686987364078,1,0,100,100,50,0,0,0,0,0.0736116485376042,22
"641",751,210,22,9,76.19,10,10,33,9,12.73,46.56,21.43,0.01,18
"642",752,300,75,994,100,23,23,51,3,44.83,30.63,22.27,0.03,30
"643",753,20,20,224,100,22,20,43,5,18.18,27.2,20,0,25
"644",754,400,100,330,100,15,14,33,4,26.25,34.88,27.33,0.09,20
"645",755,200,100,311,53.33,18,19,53,1,23.4,82.62,22.39,0.01,50
"646",756,70,20,1,89.58,26,26,29,6,11.11,42.49,16.78,0.02,18
"647",757,500,50,161,90.67,16,16,29,10,86.25,9.96,28.69,0.03,17
"648",758,210,10,126,100,17,17,44,4,56.82,4.99,20.08,0.78,25
"649",759,30,30,31,0,0,0,38,11,0,0,0,0,18
"650",760,320,50,51,83.33,21,16,21,11,48.94,14.24,12.86,0.27,40
"651",761,210,30,188,0,0,0,48,4,70,0,0,0,62
"652",763,50,20,59,0,0,0,49,4,80,100,0,0,28
"653",765,550,50,78,71.67,11,10,40,10,63.53,44.53,10.52,0.05,41
"654",766,413.340213555098,95.1468842020961,1,100,0,0,100,0,50,0,25.3627088617095,0.0724871125790579,38
"655",767,363.881466734421,-7.96924776657616,1041,0,0,0,65,1,0,0,0,0,60
"656",768,450,75,147,85.14,16,18,36,6,71.43,36.38,23.88,0.62,20
"657",770,620,20,367,100,15,14,52,5,94.25,31.4,23.69,0.36,28
"658",771,350,75,282,95.71,24,17,55,6,45.95,28.61,18.29,0.37,46
"659",772,317.345727845255,35.6567672868628,32,0,43,43,92,0,0,0,16.67,0,64
"660",773,550,50,82,87.72,10,11,37,6,35.44,40.97,26.59,0,34
"661",774,100,100,4,0,0,0,36,10,40,0,0,0,35
"662",775,250,50,575,75.9,18,16,52,2,71.76,32.13,30.44,0.22,36
"663",776,100,50,121,18.18,20,22,32,7,40,62.13,16,0,25
"664",777,420,60,369,97.44,20,20,37,4,74.07,30.42,27.19,0.06,35
"665",778,20,20,3,55.56,5,5,55,14,6.67,100,13.95,0,38
"666",779,330,30,35,97.4,22,22,28,12,25.93,21.87,23.75,0,27
"667",780,50,10,73,0,0,0,44,6,50,0,0,0,25
"668",781,300,100,378,86.25,24,23,40,6,50.59,39.41,16.15,0.02,35
"669",782,180,20,190,0,0,0,44,5,22.22,0,0,0,65
"670",783,500,50,69,91.67,20,20,36,17,74.07,42.21,24.09,0.04,28
"671",786,350,13.33,560,97.4,21,21,47,5,35.06,12.24,25.42,0.23,19
"672",787,1500,100,15,38.1,20,18,10,19,50.85,98.53,22.8,0.04,52
"673",788,400,50,219,100,22,22,48,7,68.75,28.05,24.68,0.6,30
"674",789,110,10,294,100,16,18,33,2,62.5,20.22,20.44,1.4,31
"675",790,250,50,123,97.37,4,4,36,6,17.07,40.33,23.87,0.08,39
"676",791,430,65,21,85.71,29,29,40,19,22,73.53,22.15,3.02,60
"677",793,160,30,116,0,0,0,57,1,0,0,0,0,61
"678",794,1150,50,143,98.85,24,23,51,10,91.95,10.08,23.62,0.24,47
"679",796,100,50,235,40,2,1,59,7,45.45,21.42,17.57,0.05,21
"680",797,280,32.86,174,100,17,17,40,12,18.82,24.07,22.29,0,20
"681",799,210,36.67,943,98.51,23,23,44,3,71.64,86.36,13.82,0.76,50
"682",800,460,40,38,86.54,17,18,37,6,39.06,24.23,21.63,0.66,15
"683",801,400,100,49,0,0,0,42,11,94.25,68.91,0,0,52
"684",802,400,100,230,0,0,0,52,5,65,0,0,0,40
"685",803,20,20,16,33.33,0,0,37,16,66.67,0,0,0,27
