,RECHARGE_VALUE,RECHARGE_AVG,MIN_RECHARGE_AVG,INSTAGRAM_MB,P2_MADE_CALLS,P2_PERC_DAYS_SOCIAL_NETWORK_OTT,P4_PERC_WHATSAPP_MB,PERC_INTERNET_SESSIONS_IN_P1,PERC_RECEIVED_CALLS_DURATION_IN_P2,WEEKDAY_PERC_INTERNET_MB,WEEKDAY_P23_INSTAGRAM_MB,WEEKDAY_P23_PERC_WHATSAPP_SESSIONS,WEEKEND_HOLYDAY_P14_PERC_WHATSAPP_MB,WEEKEND_HOLYDAY_P14_PERC_BANK_SESSIONS,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,DEVICE_CAPABILITY_2G
4589,250.0,12.5,12.0,0.0,279.0,100.0,88.56,3.0,51.0,15.97,0.0,42.28,98.75,9.14,0.05,0
4590,,,,0.0,0.0,100.0,0.0,27.0,27.0,100.0,0.0,16.67,0.0,16.67,0.0,0
4592,120.0,60.0,20.0,0.0,132.0,98.48,1.48,14.0,32.0,41.15,0.0,20.38,1.28,12.78,0.02,0
4593,150.0,50.0,50.0,0.0,26.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4594,70.0,35.0,35.0,0.0,19.0,100.0,12.57,15.0,21.0,45.21,0.0,16.67,1.37,14.77,0.01,0
4595,460.0,30.67,26.67,0.0,9.0,100.0,50.2,15.0,40.0,2.69,0.0,29.14,32.59,10.26,1.48,0
4596,360.0,40.0,30.0,0.0,61.0,93.22,0.03,28.0,28.0,46.66,0.0,15.09,0.05,14.1,0.0,0
4598,160.0,40.0,30.0,0.0,113.0,100.0,10.44,24.0,36.0,11.7,0.0,17.03,2.05,13.26,0.04,0
4599,,,,0.0,0.0,100.0,0.0,25.0,0.0,0.0,0.0,16.67,,,,0
4600,400.0,133.33,100.0,0.0,756.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4602,400.0,100.0,100.0,0.0,8.0,68.18,22.52,17.0,48.0,82.64,0.0,23.16,55.44,11.24,1.2,0
4603,130.0,10.0,10.0,0.0,4.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4605,820.0,48.24,42.0,192.3,331.0,100.0,6.09,21.0,40.0,11.75,20.87,23.25,4.99,9.74,0.58,0
4607,260.0,37.14,30.0,0.0,137.0,91.55,12.09,16.0,53.0,15.14,0.0,19.2,4.15,12.56,0.11,0
4608,350.0,87.5,75.0,0.0,92.0,81.82,4.89,12.0,31.0,46.29,0.0,22.16,5.32,12.12,0.07,0
4611,40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,,,,1
4612,450.0,50.0,50.0,10.61,2.0,100.0,17.41,11.0,36.0,12.3,2.54,23.6,21.9,8.94,0.51,0
4613,20.0,20.0,20.0,0.0,0.0,100.0,0.0,0.0,53.0,0.0,0.0,16.67,0.0,0.0,0.0,0
4614,550.0,34.38,30.0,0.0,8.0,100.0,10.63,0.0,8.0,14.68,0.0,22.32,,,,0
4615,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4617,670.0,83.75,74.0,0.0,33.0,100.0,6.58,18.0,71.0,40.41,0.0,23.27,42.17,13.73,0.02,0
4618,150.0,75.0,50.0,0.0,0.0,75.0,0.0,10.0,4.0,99.63,0.0,12.5,0.0,13.33,0.0,1
4619,550.0,91.67,75.0,0.0,56.0,92.31,0.87,10.0,42.0,27.34,0.0,24.85,0.55,9.57,0.03,0
4620,210.0,19.09,16.67,0.0,34.0,100.0,44.8,12.0,25.0,85.56,0.0,26.42,6.51,10.23,0.02,0
4621,530.0,44.17,38.33,0.0,489.0,98.7,1.81,22.0,43.0,9.64,0.0,22.2,1.84,10.17,0.3,0
4622,400.0,66.67,50.0,36.82,75.0,97.67,2.72,24.0,29.0,17.88,0.68,21.98,7.15,10.78,0.5,0
4623,100.0,50.0,50.0,0.0,0.0,100.0,82.72,25.0,50.0,11.39,0.0,25.0,68.57,13.75,0.12,1
4624,500.0,50.0,50.0,0.0,172.0,88.52,0.64,8.0,26.0,11.85,0.0,25.92,0.49,5.83,0.02,0
4625,60.0,20.0,20.0,0.0,7.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4626,,,,0.0,0.0,100.0,0.0,33.0,23.0,0.0,0.0,28.57,0.0,0.0,0.0,0
4627,120.0,30.0,30.0,0.0,179.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4629,430.0,43.0,40.0,0.0,432.0,90.77,4.68,14.0,42.0,2.93,0.0,23.76,10.07,7.61,1.2,0
4630,100.0,50.0,50.0,0.0,5.0,75.0,82.32,0.0,22.0,32.61,0.0,21.05,0.0,16.67,0.0,0
4631,,,,0.1,62.0,100.0,11.58,21.0,56.0,80.2,0.1,24.4,1.24,9.66,0.01,0
4632,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0
4633,,,,0.0,0.0,100.0,0.23,24.0,32.0,4.15,0.0,17.47,52.75,16.43,0.0,0
4634,430.0,61.43,43.33,0.03,2823.0,88.0,3.25,26.0,8.0,27.18,0.0,21.78,0.94,9.13,0.05,0
4636,20.0,10.0,10.0,0.0,0.0,0.0,,0.0,25.0,0.0,0.0,0.0,,,,1
4637,110.0,27.5,20.0,0.0,21.0,16.67,0.0,26.0,27.0,41.26,0.0,13.51,0.0,16.67,0.0,0
4638,400.0,80.0,75.0,0.05,760.0,100.0,34.4,19.0,36.0,19.39,0.03,24.64,36.2,8.67,1.07,0
4640,650.0,50.0,50.0,0.0,578.0,100.0,8.92,22.0,44.0,10.49,0.0,23.41,2.76,10.69,0.21,0
4641,330.0,82.5,65.0,10.98,71.0,98.85,2.47,19.0,39.0,17.83,8.25,19.57,2.29,12.63,0.05,0
4642,310.0,38.75,35.0,0.03,82.0,98.39,52.31,24.0,43.0,25.69,0.0,19.81,3.77,12.31,0.02,0
4643,540.0,28.42,23.33,0.0,107.0,2.5,0.0,67.0,35.0,100.0,0.0,0.0,0.0,15.38,0.0,1
4644,520.0,43.33,40.0,0.0,514.0,77.61,18.58,21.0,35.0,23.95,0.0,22.69,0.77,9.33,0.04,0
4646,320.0,45.71,44.0,0.0,211.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4647,770.0,45.29,32.5,0.0,522.0,91.76,8.64,18.0,33.0,16.34,0.0,23.67,8.23,10.33,0.78,0
4648,400.0,100.0,100.0,0.0,28.0,91.67,76.47,19.0,34.0,23.86,0.0,26.32,64.86,12.45,1.81,0
4651,300.0,100.0,100.0,3.71,10.0,100.0,2.86,22.0,28.0,8.04,0.0,19.5,1.99,12.15,0.16,0
4652,500.0,50.0,50.0,0.0,125.0,96.55,49.94,24.0,55.0,43.6,0.0,26.38,77.63,14.11,0.85,0
4653,450.0,75.0,56.67,0.01,150.0,98.84,11.13,18.0,46.0,15.46,0.01,24.07,28.59,9.44,0.43,0
4654,200.0,100.0,100.0,0.0,333.0,92.11,14.63,19.0,46.0,54.56,0.0,22.99,7.98,11.21,0.38,0
4655,500.0,100.0,100.0,11.61,14.0,94.81,8.05,7.0,31.0,23.06,7.35,24.94,22.01,9.09,0.41,0
4657,390.0,65.0,30.0,0.54,122.0,93.42,39.82,26.0,34.0,15.95,0.04,22.84,41.75,10.27,1.21,0
4658,400.0,50.0,50.0,0.0,125.0,98.36,9.47,9.0,45.0,96.33,0.0,27.38,7.21,10.92,0.01,0
4659,550.0,50.0,50.0,0.03,257.0,79.66,0.38,8.0,47.0,4.86,0.02,22.57,0.56,9.95,0.03,0
4660,470.0,94.0,83.33,0.0,1053.0,84.15,28.93,12.0,56.0,74.8,0.0,30.12,37.53,9.89,0.09,0
4661,170.0,21.25,15.0,0.0,7.0,100.0,0.13,24.0,46.0,99.34,0.0,17.04,0.05,15.16,0.0,0
4662,700.0,116.67,100.0,80.28,258.0,100.0,0.57,19.0,27.0,21.94,25.63,22.22,1.37,9.22,0.4,0
4663,490.0,70.0,60.0,0.58,399.0,49.25,2.79,18.0,30.0,10.01,0.0,24.26,2.25,10.99,0.64,0
4664,90.0,22.5,22.5,0.0,82.0,100.0,6.85,15.0,37.0,48.99,0.0,18.87,17.9,15.69,0.0,0
4665,,,,0.0,426.0,87.5,8.11,26.0,22.0,38.93,0.0,23.79,4.71,11.54,0.17,0
4666,250.0,50.0,50.0,0.0,632.0,94.29,12.03,8.0,62.0,13.38,0.0,22.86,3.06,10.22,0.09,0
4667,800.0,50.0,50.0,2.81,153.0,100.0,2.43,22.0,51.0,10.03,1.24,22.02,2.81,11.21,0.22,0
4668,400.0,66.67,50.0,0.0,847.0,81.33,79.63,21.0,33.0,15.48,0.0,23.43,87.41,10.17,2.48,0
4671,900.0,64.29,50.0,72.01,22.0,94.2,3.06,18.0,20.0,39.41,69.4,22.48,5.16,9.87,0.13,0
4672,100.0,20.0,20.0,0.0,50.0,11.11,0.0,33.0,48.0,0.0,0.0,16.67,0.0,0.0,0.0,1
4673,370.0,52.86,40.0,0.0,545.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4674,450.0,45.0,38.89,0.02,70.0,100.0,2.57,26.0,55.0,10.61,0.0,23.73,0.5,13.51,0.07,0
4675,400.0,100.0,100.0,0.02,122.0,86.96,1.36,9.0,42.0,41.35,0.0,21.91,0.61,10.49,0.02,0
4676,720.0,20.0,20.0,0.0,289.0,69.01,41.46,27.0,23.0,32.59,0.0,25.3,33.76,11.76,0.4,1
4677,100.0,25.0,25.0,0.0,17.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4678,30.0,30.0,30.0,0.01,1.0,80.0,1.66,0.0,44.0,44.3,0.01,18.52,0.0,0.0,0.0,0
4679,70.0,35.0,20.0,0.0,22.0,97.62,4.91,18.0,67.0,13.69,0.0,18.75,92.34,14.74,0.07,0
4680,350.0,87.5,75.0,0.52,455.0,87.34,21.06,18.0,52.0,15.07,0.45,25.5,10.54,9.14,0.58,0
4681,190.0,31.67,23.33,0.0,18.0,96.77,36.44,9.0,46.0,43.01,0.0,22.84,22.59,14.29,0.04,0
4682,500.0,100.0,100.0,0.0,1158.0,98.85,1.42,27.0,38.0,35.12,0.0,22.85,20.24,9.44,0.37,0
4684,170.0,42.5,35.0,0.0,61.0,98.28,9.55,24.0,42.0,33.63,0.0,22.29,13.3,10.7,0.36,0
4687,380.0,38.0,20.0,0.0,119.0,98.21,80.31,18.0,38.0,27.09,0.0,27.78,70.07,11.11,0.2,0
4688,50.0,50.0,50.0,0.0,1.0,85.71,2.28,15.0,12.0,1.9,0.0,28.24,3.61,8.82,0.16,0
4689,200.0,50.0,50.0,0.0,17.0,98.44,26.67,24.0,46.0,18.19,0.0,21.2,33.29,14.35,2.21,1
4690,400.0,100.0,100.0,251.42,147.0,95.12,62.36,12.0,52.0,9.44,32.97,21.05,55.9,10.81,12.1,0
4691,400.0,100.0,100.0,0.01,2191.0,93.02,22.2,15.0,37.0,38.49,0.01,25.06,20.84,9.57,0.66,1
4692,580.0,116.0,30.0,0.03,386.0,84.75,0.03,10.0,33.0,13.65,0.03,21.66,0.04,12.71,0.0,0
4694,360.0,45.0,40.0,0.84,72.0,86.05,0.58,4.0,19.0,7.62,0.78,21.47,0.64,9.85,0.05,0
4695,490.0,23.33,21.67,0.0,73.0,59.57,16.96,7.0,54.0,32.06,0.0,29.18,91.2,12.77,0.79,0
4696,500.0,100.0,100.0,1.19,351.0,38.16,4.52,21.0,56.0,22.17,1.16,21.87,1.68,10.66,0.01,0
4697,450.0,50.0,50.0,0.01,195.0,78.87,9.55,4.0,40.0,17.81,0.01,28.51,7.2,5.41,0.77,0
4698,830.0,92.22,82.5,1.48,220.0,98.85,4.02,13.0,44.0,26.5,0.4,26.05,3.01,10.8,0.17,0
4699,450.0,90.0,75.0,0.0,280.0,44.87,3.78,9.0,38.0,31.65,0.0,23.19,5.48,10.71,0.55,0
4700,170.0,24.29,20.0,0.0,112.0,7.94,60.2,22.0,45.0,67.37,0.0,24.56,79.76,12.5,0.27,0
4702,300.0,42.86,33.33,74.16,4.0,94.44,52.47,24.0,18.0,32.81,31.34,24.84,60.73,10.84,1.32,0
4703,560.0,46.67,40.0,0.87,191.0,92.0,0.57,4.0,55.0,5.7,0.87,22.23,0.77,8.72,0.07,0
4704,350.0,31.82,30.0,0.0,188.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4705,300.0,75.0,50.0,0.18,1.0,76.92,0.53,7.0,38.0,65.07,0.06,21.53,1.28,11.19,0.03,0
4706,350.0,35.0,35.0,0.0,364.0,89.47,3.85,24.0,41.0,20.95,0.0,23.7,16.9,10.53,0.48,0
4708,450.0,150.0,150.0,18.18,951.0,72.97,11.72,11.0,31.0,41.09,0.0,26.22,6.12,10.49,0.88,0
4709,350.0,50.0,50.0,0.0,5.0,100.0,0.31,23.0,26.0,10.1,0.0,22.17,2.08,10.51,0.26,0
4710,470.0,33.57,27.5,0.0,505.0,100.0,29.82,26.0,38.0,15.21,0.0,25.99,15.08,8.67,1.97,0
4711,300.0,100.0,100.0,1.01,101.0,87.04,1.7,11.0,40.0,8.61,0.0,23.07,1.96,8.33,0.24,0
4712,450.0,50.0,50.0,0.0,185.0,95.12,7.96,22.0,40.0,24.25,0.0,23.86,6.19,12.42,0.05,0
4713,350.0,58.33,50.0,0.0,22.0,71.43,0.0,23.0,31.0,99.98,0.0,13.51,0.0,14.62,0.0,0
4714,1200.0,50.0,50.0,0.0,233.0,95.06,2.04,16.0,35.0,7.76,0.0,21.77,1.92,9.87,0.23,0
4716,120.0,20.0,20.0,0.01,2.0,96.3,39.05,2.0,42.0,64.33,0.01,24.47,47.46,4.38,0.18,0
4717,300.0,100.0,100.0,0.0,1.0,95.65,10.59,16.0,41.0,26.81,0.0,23.73,1.95,11.11,0.02,0
4718,510.0,56.67,50.0,0.0,2192.0,91.57,9.04,24.0,43.0,19.22,0.0,23.66,14.35,10.14,1.26,0
4719,710.0,25.36,24.71,0.01,95.0,100.0,37.06,6.0,47.0,49.77,0.01,22.99,57.44,9.92,0.3,0
4720,500.0,71.43,62.5,0.0,112.0,100.0,34.63,22.0,61.0,57.39,0.0,24.57,10.55,12.38,0.2,0
4721,440.0,40.0,30.0,0.0,6.0,100.0,13.18,19.0,40.0,22.46,0.0,24.71,25.82,13.08,0.44,0
4723,1300.0,100.0,100.0,26.99,15.0,91.67,0.03,13.0,67.0,10.92,1.17,22.86,0.18,8.48,0.02,0
4724,130.0,43.33,40.0,0.0,10.0,100.0,4.29,17.0,64.0,43.66,0.0,15.83,2.12,14.19,0.0,0
4725,50.0,50.0,50.0,0.0,2.0,25.0,0.0,0.0,45.0,0.0,0.0,16.67,0.0,0.0,0.0,1
4726,80.0,20.0,20.0,0.0,7.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4727,200.0,50.0,50.0,0.0,37.0,90.0,1.4,5.0,33.0,41.05,0.0,22.73,1.98,9.8,0.1,0
4728,400.0,100.0,100.0,0.0,240.0,96.34,25.49,20.0,45.0,6.32,0.0,23.35,16.22,11.11,0.47,0
4729,450.0,50.0,50.0,0.0,581.0,100.0,3.39,23.0,43.0,17.89,0.0,24.08,1.55,8.82,0.07,0
4731,,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,1
4732,1080.0,72.0,66.0,0.01,65.0,94.03,0.29,24.0,36.0,19.53,0.0,20.8,0.27,9.94,0.03,0
4733,260.0,52.0,36.67,0.0,44.0,100.0,14.51,19.0,37.0,10.49,0.0,32.88,7.43,11.97,0.71,0
4734,700.0,175.0,150.0,50.97,71.0,93.51,5.24,19.0,31.0,37.71,9.88,23.99,7.39,9.43,0.96,0
4735,300.0,100.0,100.0,0.0,1435.0,61.33,23.99,3.0,48.0,92.37,0.0,28.14,44.5,10.81,0.81,0
4736,550.0,61.11,50.0,0.36,327.0,95.0,31.45,16.0,36.0,12.67,0.05,23.23,6.02,8.89,0.84,0
4737,450.0,75.0,50.0,38.28,221.0,75.0,30.5,20.0,41.0,17.12,1.17,26.42,28.58,10.15,2.05,0
4738,400.0,100.0,100.0,0.0,78.0,73.08,13.3,7.0,45.0,28.94,0.0,26.46,11.77,6.76,0.12,0
4739,800.0,42.11,31.25,0.0,202.0,83.33,9.32,17.0,49.0,54.71,0.0,22.93,13.33,11.9,0.12,0
4740,590.0,36.88,32.0,126.0,11.0,100.0,35.62,20.0,22.0,8.49,24.91,22.57,38.17,10.4,3.54,0
4741,310.0,51.67,30.0,0.0,153.0,13.46,3.67,5.0,45.0,85.99,0.0,25.35,1.22,13.33,0.02,0
4742,450.0,75.0,66.67,0.11,478.0,92.77,6.96,18.0,51.0,11.63,0.07,23.38,8.45,10.62,0.21,0
4744,180.0,45.0,30.0,0.01,6.0,95.35,2.01,16.0,19.0,40.02,0.01,21.42,2.36,9.09,0.02,0
4745,50.0,50.0,50.0,0.0,28.0,85.71,0.4,17.0,15.0,0.14,0.0,17.02,0.29,9.18,0.02,0
4746,50.0,50.0,50.0,0.01,16.0,51.72,0.0,23.0,23.0,15.67,0.0,14.55,0.0,14.04,0.0,0
4747,520.0,65.0,55.0,0.0,2259.0,95.35,6.45,24.0,30.0,11.92,0.0,21.94,4.67,10.54,0.67,0
4749,150.0,30.0,30.0,0.0,7.0,85.71,22.6,18.0,40.0,36.52,0.0,20.62,0.0,15.38,0.0,0
4750,150.0,25.0,20.0,9.89,1.0,100.0,21.89,19.0,29.0,16.87,9.74,25.07,39.3,8.14,0.09,0
4751,220.0,20.0,20.0,0.0,26.0,55.26,11.19,4.0,40.0,71.09,0.0,23.94,9.57,10.71,0.05,0
4752,60.0,12.0,10.0,0.0,0.0,100.0,85.06,24.0,41.0,31.77,0.0,24.65,99.82,12.5,0.14,0
4753,200.0,50.0,50.0,0.0,16.0,43.75,17.61,15.0,18.0,55.23,0.0,12.77,9.98,12.5,0.02,1
4754,100.0,50.0,50.0,0.0,1.0,100.0,23.31,21.0,9.0,46.89,0.0,15.36,33.38,14.66,0.83,0
4755,1050.0,80.77,50.0,0.0,399.0,98.85,19.11,23.0,39.0,6.02,0.0,23.26,13.74,10.35,2.33,0
4756,250.0,62.5,50.0,0.0,8.0,100.0,2.86,23.0,67.0,91.85,0.0,21.1,1.16,13.95,0.02,1
4757,300.0,50.0,50.0,0.0,71.0,79.31,76.94,15.0,42.0,22.23,0.0,28.27,70.02,11.98,0.37,0
4758,300.0,100.0,100.0,0.0,70.0,10.34,0.0,26.0,31.0,42.46,0.0,18.18,0.0,12.5,0.0,0
4759,,,,0.0,2.0,93.75,8.78,9.0,38.0,9.6,0.0,21.82,7.37,11.25,0.69,0
4760,90.0,22.5,20.0,0.0,14.0,0.0,0.0,0.0,47.0,0.0,0.0,16.67,0.0,16.67,0.0,0
4761,80.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4762,20.0,20.0,20.0,0.0,4.0,16.67,0.0,0.0,20.0,0.0,0.0,16.67,0.0,0.0,0.0,0
4763,400.0,50.0,50.0,1.68,31.0,100.0,0.45,21.0,55.0,11.29,0.68,21.37,1.4,12.67,0.21,0
4765,500.0,100.0,75.0,0.0,3.0,100.0,4.95,18.0,24.0,57.97,0.0,23.23,3.19,12.6,0.02,0
4767,520.0,47.27,42.5,0.0,457.0,72.97,0.24,17.0,43.0,4.5,0.0,18.45,0.18,11.98,0.03,0
4769,420.0,84.0,60.0,0.0,62.0,31.58,0.01,23.0,43.0,1.87,0.0,15.63,0.0,13.64,0.0,0
4770,100.0,100.0,100.0,0.0,101.0,78.79,0.3,28.0,70.0,14.67,0.0,22.64,0.64,11.54,0.03,0
4771,50.0,25.0,20.0,0.0,13.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4772,,,,0.0,0.0,100.0,0.01,21.0,19.0,99.16,0.0,15.4,0.0,15.47,0.0,0
4774,580.0,72.5,43.33,30.59,4.0,100.0,0.3,20.0,51.0,34.05,0.0,21.78,0.19,9.19,0.02,0
4775,350.0,70.0,50.0,0.0,31.0,45.65,0.0,28.0,40.0,54.53,0.0,11.89,0.0,12.14,0.0,0
4776,240.0,40.0,30.0,0.0,58.0,77.14,10.89,12.0,41.0,62.15,0.0,23.31,10.28,12.7,0.46,0
4777,400.0,100.0,100.0,0.0,329.0,17.14,0.0,9.0,50.0,90.48,0.0,11.25,0.0,11.76,0.0,0
4778,450.0,75.0,50.0,0.0,626.0,100.0,1.0,25.0,55.0,5.24,0.0,20.62,1.16,11.63,0.1,0
4780,190.0,38.0,30.0,0.0,17.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4781,270.0,67.5,20.0,0.0,197.0,76.47,0.15,22.0,23.0,11.34,0.0,21.22,0.2,11.22,0.02,0
4782,370.0,52.86,50.0,0.0,140.0,100.0,5.5,14.0,36.0,53.41,0.0,27.05,4.25,9.91,0.02,0
4783,20.0,20.0,20.0,0.0,7.0,100.0,0.0,12.0,75.0,100.0,0.0,15.9,0.0,15.85,0.0,0
4784,290.0,22.31,20.0,0.0,17.0,0.0,0.0,0.0,47.0,0.0,0.0,16.67,0.0,0.0,0.0,0
4785,230.0,32.86,25.0,0.0,33.0,46.67,7.55,3.0,42.0,91.67,0.0,21.92,9.75,10.0,0.9,0
4786,140.0,14.0,12.5,0.0,2.0,66.67,4.86,7.0,49.0,17.19,0.0,23.66,1.47,13.95,0.0,0
4787,700.0,175.0,100.0,7.21,45.0,85.71,49.95,23.0,40.0,46.22,0.05,23.4,35.77,10.44,0.62,0
4789,,,,0.0,0.0,100.0,0.0,17.0,0.0,0.0,0.0,16.67,,,,0
4790,490.0,81.67,63.33,0.45,844.0,81.01,2.95,11.0,53.0,15.8,0.45,22.96,2.99,11.68,0.17,0
4791,,,,0.0,0.0,100.0,0.0,0.0,70.0,0.0,0.0,16.67,,,,0
4792,430.0,33.08,22.0,0.74,41.0,100.0,17.14,20.0,48.0,14.37,0.74,25.33,20.93,13.22,0.26,0
4793,400.0,50.0,50.0,0.0,478.0,100.0,6.88,23.0,40.0,9.42,0.0,21.06,4.0,11.41,0.29,0
4794,90.0,30.0,20.0,0.0,2.0,28.57,0.0,20.0,36.0,100.0,0.0,16.67,0.0,0.0,0.0,1
4795,450.0,45.0,40.0,60.12,100.0,100.0,4.55,22.0,37.0,11.02,37.27,24.91,3.89,12.09,0.25,0
4796,40.0,20.0,20.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4797,220.0,10.0,10.0,7.41,7.0,100.0,93.88,16.0,47.0,2.4,1.12,30.59,95.42,11.34,5.45,0
4798,660.0,82.5,76.67,3.02,469.0,95.18,29.27,24.0,32.0,16.7,0.37,22.85,36.81,10.54,1.19,0
4799,100.0,100.0,100.0,0.0,746.0,84.38,0.08,16.0,31.0,20.79,0.0,19.97,0.08,11.88,0.01,0
4801,400.0,33.33,23.33,0.0,88.0,100.0,1.81,22.0,21.0,18.22,0.0,23.31,0.67,11.68,0.06,0
4802,120.0,20.0,20.0,0.0,5.0,91.67,18.61,22.0,48.0,82.22,0.0,22.27,20.29,12.5,0.01,0
4803,60.0,30.0,30.0,0.0,2.0,22.22,7.46,18.0,59.0,2.12,0.0,21.05,1.64,8.93,0.18,0
4804,500.0,100.0,100.0,0.18,744.0,100.0,9.18,10.0,54.0,12.65,0.12,23.97,5.78,10.61,0.41,0
4805,20.0,10.0,10.0,0.0,6.0,45.0,0.0,4.0,35.0,0.0,0.0,16.67,0.0,16.67,0.0,0
4806,210.0,42.0,30.0,0.08,44.0,72.73,0.77,15.0,72.0,31.47,0.05,23.81,0.41,10.0,0.01,0
4808,660.0,60.0,52.5,0.0,827.0,93.83,5.86,17.0,44.0,24.11,0.0,23.36,4.84,11.15,0.2,0
4809,645.25,92.18,30.0,0.0,8.0,62.5,0.01,21.0,58.0,99.98,0.0,12.95,0.0,14.68,0.0,0
4811,,,,0.0,0.0,100.0,0.0,13.0,47.0,0.0,0.0,16.67,0.0,16.67,0.0,1
4812,150.0,50.0,50.0,0.0,87.0,33.33,0.0,10.0,39.0,0.35,0.0,12.84,0.0,0.0,0.0,1
4813,180.0,45.0,30.0,0.0,122.0,36.36,4.88,8.0,28.0,8.45,0.0,21.88,0.71,10.53,0.1,0
4814,50.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,,,,0
4816,320.0,53.33,20.0,0.11,40.0,93.75,5.03,15.0,42.0,84.13,0.0,22.78,29.88,13.86,0.05,0
4817,370.0,33.64,26.0,0.0,9.0,8.7,32.79,0.0,35.0,0.0,0.0,28.57,27.04,11.11,0.06,1
4819,1000.0,47.62,36.67,0.0,457.0,90.59,0.28,17.0,49.0,5.96,0.0,22.7,0.33,10.93,0.06,0
4820,50.0,50.0,50.0,0.0,0.0,100.0,0.0,16.0,50.0,17.95,0.0,21.52,0.0,16.67,0.0,0
4821,150.0,50.0,50.0,6.67,8.0,100.0,9.38,21.0,24.0,46.9,6.63,20.91,1.74,12.45,0.01,0
4822,200.0,28.57,26.67,0.0,657.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4823,400.0,100.0,100.0,0.0,191.0,98.55,3.47,20.0,36.0,30.24,0.0,23.16,2.24,14.67,0.1,0
4824,500.0,100.0,100.0,0.0,455.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4825,560.0,46.67,40.0,3.13,586.0,100.0,4.54,24.0,31.0,13.12,2.94,24.19,4.02,11.6,0.36,0
4827,440.0,33.85,30.0,0.0,286.0,92.31,2.07,17.0,45.0,12.91,0.0,21.37,0.85,10.99,0.16,0
4828,170.0,28.33,20.0,0.05,3.0,25.0,11.74,26.0,31.0,67.41,0.01,21.62,1.63,11.11,0.01,0
4829,50.0,50.0,50.0,0.0,19.0,25.81,0.0,0.0,39.0,0.0,0.0,16.67,0.0,16.67,0.0,1
4830,100.0,11.11,10.0,0.18,2.0,94.59,69.43,3.0,75.0,72.93,0.01,25.83,65.41,11.24,0.06,0
4831,420.0,70.0,60.0,0.0,297.0,94.59,0.99,7.0,46.0,26.79,0.0,23.06,1.05,9.32,0.11,0
4833,,,,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,16.67,0.0,0.0,0.0,0
4835,50.0,50.0,50.0,0.0,127.0,84.21,89.49,15.0,29.0,13.83,0.0,35.59,78.4,5.37,1.16,0
4836,200.0,33.33,30.0,0.95,27.0,76.47,16.98,17.0,27.0,22.16,0.48,27.7,14.91,2.94,0.12,0
4837,200.0,100.0,100.0,0.0,25.0,100.0,0.19,27.0,10.0,5.26,0.0,19.74,0.06,10.26,0.02,0
4838,380.0,76.0,65.0,0.0,132.0,92.45,64.1,28.0,35.0,28.55,0.0,27.59,49.68,7.72,1.49,0
4839,400.0,100.0,100.0,0.0,93.0,71.64,0.54,19.0,36.0,56.5,0.0,22.38,0.12,10.43,0.01,0
4840,50.0,50.0,50.0,0.0,0.0,96.15,0.0,25.0,55.0,100.0,0.0,16.67,0.0,16.67,0.0,0
4841,180.0,22.5,20.0,0.0,34.0,10.0,0.0,25.0,34.0,97.24,0.0,25.0,0.0,0.0,0.0,0
4842,350.0,87.5,75.0,23.55,119.0,98.81,8.91,14.0,36.0,16.22,15.15,21.88,21.55,11.27,0.89,0
4843,100.0,50.0,50.0,0.0,44.0,88.46,5.27,8.0,32.0,4.42,0.0,22.41,5.21,11.59,0.14,0
